Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.18    0.02 2338992/2338992     glm::detail::compute_dot<glm::vec<3, float, (glm::qualifier)0>, float, false>::call(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [12]
[13]     3.6    0.18    0.02 2338992         glm::vec<3, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [13]
                0.02    0.00 2341817/41015456     glm::vec<3, float, (glm::qualifier)0>::vec(float, float, float) [10]
-----------------------------------------------
                0.00    0.00   32760/2367126     glm::detail::compute_mix_scalar<3, float, float, (glm::qualifier)0, false>::call(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&, float const&) [35]
                0.13    0.02 2334366/2367126     glm::detail::compute_normalize<3, float, (glm::qualifier)0, false>::call(glm::vec<3, float, (glm::qualifier)0> const&) [7]
[14]     2.7    0.13    0.02 2367126         glm::vec<3, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, float) [14]
                0.02    0.00 2316799/41015456     glm::vec<3, float, (glm::qualifier)0>::vec(float, float, float) [10]
-----------------------------------------------
                0.00    0.00       1/204         Sphere::get_vertices(int) const [38]
                0.02    0.00     101/204         Surface::get_vertices(int) const [21]
                0.02    0.00     102/204         Object::get_normals() const [18]
[15]     0.7    0.04    0.00     204         std::vector<float, std::allocator<float> >::data() const [15]
                0.00    0.00     204/204         float* std::vector<float, std::allocator<float> >::_M_data_ptr<float>(float*) const [316]
-----------------------------------------------
                0.00    0.00       1/102         bind_sphere(Sphere*, unsigned int&, unsigned int&, unsigned int&) [36]
                0.00    0.00       1/102         bind_surface(Surface*, unsigned int&, unsigned int&, unsigned int&, unsigned int&) [37]
                0.00    0.02     100/102         main [1]
[16]     0.4    0.00    0.02     102         bind_normals(Object*, unsigned int&) [16]
                0.00    0.02     102/102         Object::get_normals() const [18]
                0.00    0.00     102/102         Object::get_num_of_normals() const [333]
-----------------------------------------------
                0.00    0.00       1/102         bind_sphere(Sphere*, unsigned int&, unsigned int&, unsigned int&) [36]
                0.00    0.00       1/102         bind_surface(Surface*, unsigned int&, unsigned int&, unsigned int&, unsigned int&) [37]
                0.00    0.02     100/102         main [1]
[17]     0.4    0.00    0.02     102         bind_vertices(Object*, unsigned int&, int) [17]
                0.00    0.02     101/101         Surface::get_vertices(int) const [21]
                0.00    0.00       1/1           Sphere::get_vertices(int) const [38]
                0.00    0.00     101/101         Surface::get_num_of_vertices(int) const [334]
                0.00    0.00       1/243         Sphere::get_num_of_vertices(int) const [308]
-----------------------------------------------
                0.00    0.02     102/102         bind_normals(Object*, unsigned int&) [16]
[18]     0.4    0.00    0.02     102         Object::get_normals() const [18]
                0.02    0.00     102/204         std::vector<float, std::allocator<float> >::data() const [15]
-----------------------------------------------
                0.00    0.02       2/2           main [1]
[19]     0.4    0.00    0.02       2         CycleTimer::currentSeconds() [19]
                0.02    0.00       2/2           CycleTimer::secondsPerTick() [20]
                0.00    0.00       2/2           CycleTimer::currentTicks() [410]
-----------------------------------------------
                0.02    0.00       2/2           CycleTimer::currentSeconds() [19]
[20]     0.4    0.02    0.00       2         CycleTimer::secondsPerTick() [20]
-----------------------------------------------
                0.00    0.02     101/101         bind_vertices(Object*, unsigned int&, int) [17]
[21]     0.4    0.00    0.02     101         Surface::get_vertices(int) const [21]
                0.02    0.00     101/204         std::vector<float, std::allocator<float> >::data() const [15]
-----------------------------------------------
                0.00    0.00       1/3013830     main [1]
                0.00    0.02 3013829/3013830     ripple_omp(Surface*, int&) [2]
[22]     0.3    0.00    0.02 3013830         Surface::set_vertex(int, float, int) [22]
                0.02    0.00 2687374/67281668     std::vector<float, std::allocator<float> >::operator[](unsigned long) [9]
-----------------------------------------------
                0.00    0.01  955206/955206      Object::push_index(int, int, int) [24]
[23]     0.2    0.00    0.01  955206         std::vector<int, std::allocator<int> >::push_back(int const&) [23]
                0.01    0.00      21/21          void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
                0.00    0.00  955185/955206      void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [284]
                0.00    0.00      21/21          std::vector<int, std::allocator<int> >::end() [378]
-----------------------------------------------
                0.00    0.01  318402/318402      Surface::setup_surface() [26]
[24]     0.2    0.00    0.01  318402         Object::push_index(int, int, int) [24]
                0.00    0.01  955206/955206      std::vector<int, std::allocator<int> >::push_back(int const&) [23]
-----------------------------------------------
                0.01    0.00      21/21          std::vector<int, std::allocator<int> >::push_back(int const&) [23]
[25]     0.2    0.01    0.00      21         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
                0.00    0.00      42/44          std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator() [350]
                0.00    0.00      42/84          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const [346]
                0.00    0.00      42/42          std::vector<int, std::allocator<int> >::_S_relocate(int*, int*, int*, std::allocator<int>&) [356]
                0.00    0.00      21/21          std::vector<int, std::allocator<int> >::_M_check_len(unsigned long, char const*) const [374]
                0.00    0.00      21/21          std::vector<int, std::allocator<int> >::begin() [379]
                0.00    0.00      21/21          __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::difference_type __gnu_cxx::operator-<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&) [373]
                0.00    0.00      21/21          std::_Vector_base<int, std::allocator<int> >::_M_allocate(unsigned long) [375]
                0.00    0.00      21/1910433     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [279]
                0.00    0.00      21/955206      void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [284]
                0.00    0.00      21/23          std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned long) [370]
-----------------------------------------------
                0.00    0.01       1/1           Surface::Surface(int) [27]
[26]     0.2    0.00    0.01       1         Surface::setup_surface() [26]
                0.00    0.01  318402/318402      Object::push_index(int, int, int) [24]
                0.00    0.00  160000/160000      Surface::push_vertex(glm::vec<3, float, (glm::qualifier)0>&) [286]
                0.00    0.00  160000/209152      Object::push_normal(glm::vec<3, float, (glm::qualifier)0>&) [285]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[27]     0.2    0.00    0.01       1         Surface::Surface(int) [27]
                0.00    0.01       1/1           Surface::setup_surface() [26]
                0.00    0.00       2/5           std::vector<float, std::allocator<float> >::vector() [394]
                0.00    0.00       1/2           Object::Object() [417]
-----------------------------------------------
                0.01    0.00 2184050/2184050     float glm::inversesqrt<float>(float) [29]
[28]     0.2    0.01    0.00 2184050         std::sqrt(float) [28]
-----------------------------------------------
                0.00    0.01 2128071/2128071     glm::detail::compute_normalize<3, float, (glm::qualifier)0, false>::call(glm::vec<3, float, (glm::qualifier)0> const&) [7]
[29]     0.2    0.00    0.01 2128071         float glm::inversesqrt<float>(float) [29]
                0.01    0.00 2184050/2184050     std::sqrt(float) [28]
-----------------------------------------------
                               21840             Sphere::divide_triangle(glm::vec<3, float, (glm::qualifier)0>&, glm::vec<3, float, (glm::qualifier)0>&, glm::vec<3, float, (glm::qualifier)0>&, int) [30]
                0.00    0.01       4/4           Sphere::from_subdivision(int) [31]
[30]     0.1    0.00    0.01       4+21840   Sphere::divide_triangle(glm::vec<3, float, (glm::qualifier)0>&, glm::vec<3, float, (glm::qualifier)0>&, glm::vec<3, float, (glm::qualifier)0>&, int) [30]
                0.00    0.00   16380/2124042     glm::vec<3, float, (glm::qualifier)0> glm::normalize<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&) [6]
                0.00    0.00   16380/16380       glm::vec<3, float, (glm::qualifier)0> glm::mix<3, float, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&, float) [34]
                0.00    0.00   49152/49152       Sphere::push_vertex(glm::vec<3, float, (glm::qualifier)0>&) [287]
                0.00    0.00   49152/209152      Object::push_normal(glm::vec<3, float, (glm::qualifier)0>&) [285]
                               21840             Sphere::divide_triangle(glm::vec<3, float, (glm::qualifier)0>&, glm::vec<3, float, (glm::qualifier)0>&, glm::vec<3, float, (glm::qualifier)0>&, int) [30]
-----------------------------------------------
                0.00    0.01       1/1           Sphere::Sphere(int) [32]
[31]     0.1    0.00    0.01       1         Sphere::from_subdivision(int) [31]
                0.00    0.01       4/4           Sphere::divide_triangle(glm::vec<3, float, (glm::qualifier)0>&, glm::vec<3, float, (glm::qualifier)0>&, glm::vec<3, float, (glm::qualifier)0>&, int) [30]
-----------------------------------------------
                0.00    0.01       1/1           main [1]
[32]     0.1    0.00    0.01       1         Sphere::Sphere(int) [32]
                0.00    0.01       1/1           Sphere::from_subdivision(int) [31]
                0.00    0.00       1/2           Object::Object() [417]
                0.00    0.00       1/5           std::vector<float, std::allocator<float> >::vector() [394]
-----------------------------------------------
                                                 <spontaneous>
[33]     0.1    0.01    0.00                 glm::vec<3, float, (glm::qualifier)0>::vec(float, float, float) [33]
-----------------------------------------------
                0.00    0.00   16380/16380       Sphere::divide_triangle(glm::vec<3, float, (glm::qualifier)0>&, glm::vec<3, float, (glm::qualifier)0>&, glm::vec<3, float, (glm::qualifier)0>&, int) [30]
[34]     0.1    0.00    0.00   16380         glm::vec<3, float, (glm::qualifier)0> glm::mix<3, float, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&, float) [34]
                0.00    0.00   16380/16380       glm::detail::compute_mix_scalar<3, float, float, (glm::qualifier)0, false>::call(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&, float const&) [35]
-----------------------------------------------
                0.00    0.00   16380/16380       glm::vec<3, float, (glm::qualifier)0> glm::mix<3, float, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&, float) [34]
[35]     0.1    0.00    0.00   16380         glm::detail::compute_mix_scalar<3, float, float, (glm::qualifier)0, false>::call(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&, float const&) [35]
                0.00    0.00   32760/2367126     glm::vec<3, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, float) [14]
                0.00    0.00   16380/6336606     glm::vec<3, float, (glm::qualifier)0> glm::operator+<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [8]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[36]     0.0    0.00    0.00       1         bind_sphere(Sphere*, unsigned int&, unsigned int&, unsigned int&) [36]
                0.00    0.00       1/102         bind_vertices(Object*, unsigned int&, int) [17]
                0.00    0.00       1/102         bind_normals(Object*, unsigned int&) [16]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[37]     0.0    0.00    0.00       1         bind_surface(Surface*, unsigned int&, unsigned int&, unsigned int&, unsigned int&) [37]
                0.00    0.00       1/102         bind_vertices(Object*, unsigned int&, int) [17]
                0.00    0.00       1/102         bind_normals(Object*, unsigned int&) [16]
                0.00    0.00       1/1           bind_indices(Object*, unsigned int&) [437]
-----------------------------------------------
                0.00    0.00       1/1           bind_vertices(Object*, unsigned int&, int) [17]
[38]     0.0    0.00    0.00       1         Sphere::get_vertices(int) const [38]
                0.00    0.00       1/204         std::vector<float, std::allocator<float> >::data() const [15]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[39]     0.0    0.00    0.00       1         glm::mat<4, 4, float, (glm::qualifier)0> glm::lookAt<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [39]
                0.00    0.00       1/1           glm::mat<4, 4, float, (glm::qualifier)0> glm::lookAtRH<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [40]
-----------------------------------------------
                0.00    0.00       1/1           glm::mat<4, 4, float, (glm::qualifier)0> glm::lookAt<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [39]
[40]     0.0    0.00    0.00       1         glm::mat<4, 4, float, (glm::qualifier)0> glm::lookAtRH<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [40]
                0.00    0.00       2/2124042     glm::vec<3, float, (glm::qualifier)0> glm::normalize<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&) [6]
                0.00    0.00       3/2355411     float glm::dot<3, float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [11]
                0.00    0.00       2/8379948     glm::vec<3, float, (glm::qualifier)0> glm::cross<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [3]
                0.00    0.00       1/9277987     glm::vec<3, float, (glm::qualifier)0> glm::operator-<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [5]
                0.00    0.00      12/57          glm::vec<4, float, (glm::qualifier)0>::operator[](int) [349]
                0.00    0.00      12/1693        glm::mat<4, 4, float, (glm::qualifier)0>::operator[](int) [290]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[41]     0.0    0.00    0.00       1         gladLoadGLLoader [41]
                0.00    0.00       1/1           find_coreGL() [442]
                0.00    0.00       1/1           load_GL_VERSION_1_1(void* (*)(char const*)) [445]
                0.00    0.00       1/1           load_GL_VERSION_1_0(void* (*)(char const*)) [444]
                0.00    0.00       1/1           load_GL_VERSION_1_2(void* (*)(char const*)) [446]
                0.00    0.00       1/1           load_GL_VERSION_1_3(void* (*)(char const*)) [447]
                0.00    0.00       1/1           load_GL_VERSION_1_5(void* (*)(char const*)) [449]
                0.00    0.00       1/1           load_GL_VERSION_1_4(void* (*)(char const*)) [448]
                0.00    0.00       1/1           load_GL_VERSION_2_0(void* (*)(char const*)) [450]
                0.00    0.00       1/1           load_GL_VERSION_2_1(void* (*)(char const*)) [451]
                0.00    0.00       1/1           load_GL_VERSION_3_1(void* (*)(char const*)) [453]
                0.00    0.00       1/1           load_GL_VERSION_3_0(void* (*)(char const*)) [452]
                0.00    0.00       1/1           load_GL_VERSION_3_2(void* (*)(char const*)) [454]
                0.00    0.00       1/1           find_extensionsGL() [443]
                0.00    0.00       1/1           load_GL_VERSION_3_3(void* (*)(char const*)) [455]
-----------------------------------------------
                0.00    0.00      98/3469922     void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [343]
                0.00    0.00 1734912/3469922     void std::allocator_traits<std::allocator<float> >::construct<float, float const&>(std::allocator<float>&, float*, float const&) [281]
                0.00    0.00 1734912/3469922     void __gnu_cxx::new_allocator<float>::construct<float, float const&>(float*, float const&) [280]
[277]    0.0    0.00    0.00 3469922         float const& std::forward<float const&>(std::remove_reference<float const&>::type&) [277]
-----------------------------------------------
                0.00    0.00  955206/2690118     void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [283]
                0.00    0.00 1734912/2690118     void __gnu_cxx::new_allocator<float>::construct<float, float const&>(float*, float const&) [280]
[278]    0.0    0.00    0.00 2690118         operator new(unsigned long, void*) [278]
-----------------------------------------------
                0.00    0.00      21/1910433     void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
                0.00    0.00  955206/1910433     void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [284]
                0.00    0.00  955206/1910433     void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [283]
[279]    0.0    0.00    0.00 1910433         int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [279]
-----------------------------------------------
                0.00    0.00 1734912/1734912     void std::allocator_traits<std::allocator<float> >::construct<float, float const&>(std::allocator<float>&, float*, float const&) [281]
[280]    0.0    0.00    0.00 1734912         void __gnu_cxx::new_allocator<float>::construct<float, float const&>(float*, float const&) [280]
                0.00    0.00 1734912/3469922     float const& std::forward<float const&>(std::remove_reference<float const&>::type&) [277]
                0.00    0.00 1734912/2690118     operator new(unsigned long, void*) [278]
-----------------------------------------------
                0.00    0.00      98/1734912     void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [343]
                0.00    0.00 1734814/1734912     std::vector<float, std::allocator<float> >::push_back(float const&) [282]
[281]    0.0    0.00    0.00 1734912         void std::allocator_traits<std::allocator<float> >::construct<float, float const&>(std::allocator<float>&, float*, float const&) [281]
                0.00    0.00 1734912/3469922     float const& std::forward<float const&>(std::remove_reference<float const&>::type&) [277]
                0.00    0.00 1734912/1734912     void __gnu_cxx::new_allocator<float>::construct<float, float const&>(float*, float const&) [280]
-----------------------------------------------
                0.00    0.00  147456/1734912     Sphere::push_vertex(glm::vec<3, float, (glm::qualifier)0>&) [287]
                0.00    0.00  627456/1734912     Object::push_normal(glm::vec<3, float, (glm::qualifier)0>&) [285]
                0.00    0.00  960000/1734912     Surface::push_vertex(glm::vec<3, float, (glm::qualifier)0>&) [286]
[282]    0.0    0.00    0.00 1734912         std::vector<float, std::allocator<float> >::push_back(float const&) [282]
                0.00    0.00 1734814/1734912     void std::allocator_traits<std::allocator<float> >::construct<float, float const&>(std::allocator<float>&, float*, float const&) [281]
                0.00    0.00      98/98          std::vector<float, std::allocator<float> >::end() [344]
                0.00    0.00      98/98          void std::vector<float, std::allocator<float> >::_M_realloc_insert<float const&>(__gnu_cxx::__normal_iterator<float*, std::vector<float, std::allocator<float> > >, float const&) [343]
-----------------------------------------------
                0.00    0.00  955206/955206      void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [284]
[283]    0.0    0.00    0.00  955206         void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [283]
                0.00    0.00  955206/1910433     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [279]
                0.00    0.00  955206/2690118     operator new(unsigned long, void*) [278]
-----------------------------------------------
                0.00    0.00      21/955206      void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [25]
                0.00    0.00  955185/955206      std::vector<int, std::allocator<int> >::push_back(int const&) [23]
[284]    0.0    0.00    0.00  955206         void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&) [284]
                0.00    0.00  955206/1910433     int const& std::forward<int const&>(std::remove_reference<int const&>::type&) [279]
                0.00    0.00  955206/955206      void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&) [283]
-----------------------------------------------
                0.00    0.00   49152/209152      Sphere::divide_triangle(glm::vec<3, float, (glm::qualifier)0>&, glm::vec<3, float, (glm::qualifier)0>&, glm::vec<3, float, (glm::qualifier)0>&, int) [30]
                0.00    0.00  160000/209152      Surface::setup_surface() [26]
[285]    0.0    0.00    0.00  209152         Object::push_normal(glm::vec<3, float, (glm::qualifier)0>&) [285]
                0.00    0.00  627456/1734912     std::vector<float, std::allocator<float> >::push_back(float const&) [282]
-----------------------------------------------
                0.00    0.00  160000/160000      Surface::setup_surface() [26]
[286]    0.0    0.00    0.00  160000         Surface::push_vertex(glm::vec<3, float, (glm::qualifier)0>&) [286]
                0.00    0.00  960000/1734912     std::vector<float, std::allocator<float> >::push_back(float const&) [282]
-----------------------------------------------
                0.00    0.00   49152/49152       Sphere::divide_triangle(glm::vec<3, float, (glm::qualifier)0>&, glm::vec<3, float, (glm::qualifier)0>&, glm::vec<3, float, (glm::qualifier)0>&, int) [30]
[287]    0.0    0.00    0.00   49152         Sphere::push_vertex(glm::vec<3, float, (glm::qualifier)0>&) [287]
                0.00    0.00  147456/1734912     std::vector<float, std::allocator<float> >::push_back(float const&) [282]
-----------------------------------------------
                0.00    0.00    3872/3872        Shader::use() [300]
[288]    0.0    0.00    0.00    3872         float* glm::value_ptr<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0>&) [288]
-----------------------------------------------
                0.00    0.00     516/2209        glm::mat<4, 4, float, (glm::qualifier)0>::operator[](int) const [294]
                0.00    0.00    1693/2209        glm::mat<4, 4, float, (glm::qualifier)0>::operator[](int) [290]
[289]    0.0    0.00    0.00    2209         glm::mat<4, 4, float, (glm::qualifier)0>::length() [289]
-----------------------------------------------
                0.00    0.00       5/1693        glm::mat<4, 4, float, (glm::qualifier)0> glm::perspectiveRH_NO<float>(float, float, float, float) [459]
                0.00    0.00       8/1693        glm::detail::compute_inverse<4, 4, float, (glm::qualifier)0, false>::call(glm::mat<4, 4, float, (glm::qualifier)0> const&) [412]
                0.00    0.00      12/1693        glm::mat<4, 4, float, (glm::qualifier)0> glm::lookAtRH<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [40]
                0.00    0.00      32/1693        glm::detail::compute_transpose<4, 4, float, (glm::qualifier)0, false>::call(glm::mat<4, 4, float, (glm::qualifier)0> const&) [413]
                0.00    0.00      36/1693        glm::mat<4, 4, float, (glm::qualifier)0> glm::translate<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [367]
                0.00    0.00     148/1693        glm::mat<4, 4, float, (glm::qualifier)0> glm::scale<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [365]
                0.00    0.00    1452/1693        float* glm::value_ptr<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0>&) [291]
[290]    0.0    0.00    0.00    1693         glm::mat<4, 4, float, (glm::qualifier)0>::operator[](int) [290]
                0.00    0.00    1693/2209        glm::mat<4, 4, float, (glm::qualifier)0>::length() [289]
-----------------------------------------------
                0.00    0.00    1452/1452        Shader::use() [300]
[291]    0.0    0.00    0.00    1452         float* glm::value_ptr<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0>&) [291]
                0.00    0.00    1452/1693        glm::mat<4, 4, float, (glm::qualifier)0>::operator[](int) [290]
-----------------------------------------------
                0.00    0.00     101/838         Surface::get_num_of_vertices(int) const [334]
                0.00    0.00     102/838         Object::get_num_of_normals() const [333]
                0.00    0.00     243/838         Sphere::get_num_of_vertices(int) const [308]
                0.00    0.00     392/838         std::vector<float, std::allocator<float> >::_M_check_len(unsigned long, char const*) const [339]
[292]    0.0    0.00    0.00     838         std::vector<float, std::allocator<float> >::size() const [292]
-----------------------------------------------
                0.00    0.00     588/588         float* std::__relocate_a<float*, float*, std::allocator<float> >(float*, float*, float*, std::allocator<float>&) [325]
[293]    0.0    0.00    0.00     588         float* std::__niter_base<float*>(float*) [293]
-----------------------------------------------
                0.00    0.00       6/516         glm::mat<3, 3, float, (glm::qualifier)0>::mat(glm::mat<4, 4, float, (glm::qualifier)0> const&) [411]
                0.00    0.00       8/516         glm::mat<4, 4, float, (glm::qualifier)0> glm::operator*<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, float const&) [416]
                0.00    0.00      32/516         glm::detail::compute_transpose<4, 4, float, (glm::qualifier)0, false>::call(glm::mat<4, 4, float, (glm::qualifier)0> const&) [413]
                0.00    0.00     144/516         glm::mat<4, 4, float, (glm::qualifier)0> glm::translate<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [367]
                0.00    0.00     148/516         glm::mat<4, 4, float, (glm::qualifier)0> glm::scale<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0> const&, glm::vec<3, float, (glm::qualifier)0> const&) [365]
                0.00    0.00     178/516         glm::detail::compute_inverse<4, 4, float, (glm::qualifier)0, false>::call(glm::mat<4, 4, float, (glm::qualifier)0> const&) [412]
[294]    0.0    0.00    0.00     516         glm::mat<4, 4, float, (glm::qualifier)0>::operator[](int) const [294]
                0.00    0.00     516/2209        glm::mat<4, 4, float, (glm::qualifier)0>::length() [289]
-----------------------------------------------
                0.00    0.00       1/485         Shader::set_transformations(glm::mat<4, 4, float, (glm::qualifier)0>, glm::mat<4, 4, float, (glm::qualifier)0>, glm::mat<4, 4, float, (glm::qualifier)0>, glm::mat<3, 3, float, (glm::qualifier)0>) [468]
                0.00    0.00     484/485         main [1]
[295]    0.0    0.00    0.00     485         Shader::set_normal_matrix(glm::mat<3, 3, float, (glm::qualifier)0>) [295]
-----------------------------------------------
                0.00    0.00       1/485         Shader::set_transformations(glm::mat<4, 4, float, (glm::qualifier)0>, glm::mat<4, 4, float, (glm::qualifier)0>, glm::mat<4, 4, float, (glm::qualifier)0>, glm::mat<3, 3, float, (glm::qualifier)0>) [468]
                0.00    0.00     484/485         main [1]
[296]    0.0    0.00    0.00     485         Shader::set_model(glm::mat<4, 4, float, (glm::qualifier)0>) [296]
-----------------------------------------------
                0.00    0.00     484/484         glm::mat<3, 3, float, (glm::qualifier)0>::operator[](int) [298]
[297]    0.0    0.00    0.00     484         glm::mat<3, 3, float, (glm::qualifier)0>::length() [297]
-----------------------------------------------
                0.00    0.00     484/484         float* glm::value_ptr<float, (glm::qualifier)0>(glm::mat<3, 3, float, (glm::qualifier)0>&) [299]
[298]    0.0    0.00    0.00     484         glm::mat<3, 3, float, (glm::qualifier)0>::operator[](int) [298]
                0.00    0.00     484/484         glm::mat<3, 3, float, (glm::qualifier)0>::length() [297]
-----------------------------------------------
                0.00    0.00     484/484         Shader::use() [300]
[299]    0.0    0.00    0.00     484         float* glm::value_ptr<float, (glm::qualifier)0>(glm::mat<3, 3, float, (glm::qualifier)0>&) [299]
                0.00    0.00     484/484         glm::mat<3, 3, float, (glm::qualifier)0>::operator[](int) [298]
-----------------------------------------------
                0.00    0.00     484/484         main [1]
[300]    0.0    0.00    0.00     484         Shader::use() [300]
                0.00    0.00    3872/3872        float* glm::value_ptr<float, (glm::qualifier)0>(glm::vec<3, float, (glm::qualifier)0>&) [288]
                0.00    0.00    1452/1452        float* glm::value_ptr<float, (glm::qualifier)0>(glm::mat<4, 4, float, (glm::qualifier)0>&) [291]
                0.00    0.00     484/484         float* glm::value_ptr<float, (glm::qualifier)0>(glm::mat<3, 3, float, (glm::qualifier)0>&) [299]
-----------------------------------------------
                0.00    0.00       8/407         glm::detail::compute_vec4_sub<float, (glm::qualifier)0, false>::call(glm::vec<4, float, (glm::qualifier)0> const&, glm::vec<4, float, (glm::qualifier)0> const&) [381]
